ID,Адрес,Ссылка,Цена,Количество комнат,Общая площадь,Жилая площадь,Год постройки,Срок сдачи,Широта,Долгота,Расстояние до центра (км),Цена за м²,Возраст дома,санузел_другое,санузел_не указано,санузел_раздельный,санузел_совмещенный,"санузел_совмещенный, раздельный",окна_во двор,окна_другое,окна_на улицу,окна_не указано,ремонт_дизайнерский,ремонт_другое,ремонт_евро,ремонт_косметический,ремонт_требует ремонта,Мебель_есть,Техника_есть,тип_дома_блочный,тип_дома_другое,тип_дома_кирпичный,тип_дома_монолитно-кирпичный,тип_дома_монолитный,тип_дома_панельный,Пассажирский лифт_есть,Грузовой лифт_есть,Двор_закрытый,Двор_дет_площадка,Двор_спорт_площадка,парковка_другое,парковка_за шлагбаумом во дворе,парковка_нет_парковки,парковка_открытая во дворе,парковка_подземная,вид_сделки_возможна ипотека,вид_сделки_другое,вид_сделки_продажа апартаментов в москве,вид_сделки_прямая продажа,способ_продажи_другое,способ_продажи_не указано,способ_продажи_свободная,Этаж_относительный,Первый_этаж,Последний_этаж
5228485963955468733,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468733/,32057392.0,1,53.4,15.5,2028.0,2028,55.726173,37.6368904,3.5086928104632458,600325.6928838951,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.5,0,0
5228485963955468739,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468739/,51055152.0,3,88.3,47.3,2028.0,2028,55.726173,37.6368904,3.5086928104632458,578201.0419026047,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.541667,0,0
5228485963955468740,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468740/,30368057.0,1,46.2,17.0,2028.0,2028,55.726173,37.6368904,3.5086928104632458,657317.2510822511,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.541667,0,0
5228485963955468766,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468766/,39745687.0,2,68.2,29.4,2028.0,2028,55.726173,37.6368904,3.5086928104632458,582781.3343108504,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.541667,0,0
5228485963955468803,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468803/,51055152.0,3,88.3,47.3,2028.0,2028,55.726173,37.6368904,3.5086928104632458,578201.0419026047,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.625,0,0
5228485963955468830,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468830/,44148303.0,2,76.3,31.6,2028.0,2028,55.726173,37.6368904,3.5086928104632458,578614.7182175623,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.583333,0,0
5228485963955468862,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955468862/,33965570.0,1,53.4,15.5,2028.0,2028,55.726173,37.6368904,3.5086928104632458,636059.3632958801,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.625,0,0
5228485963955489750,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955489750/,31125775.0,1,43.2,14.7,2028.0,2028,55.726173,37.6368904,3.5086928104632458,720504.0509259258,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.708333,0,0
5228485963955489752,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955489752/,40248797.0,2,68.2,29.4,2028.0,2028,55.726173,37.6368904,3.5086928104632458,590158.3137829911,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.666667,0,0
5228485963955489787,"Москва, ЦАО, район Замоскворечье",https://realty.yandex.ru/offer/5228485963955489787/,34359864.0,1,53.4,15.5,2028.0,2028,55.726173,37.6368904,3.5086928104632458,643443.1460674157,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,False,False,False,False,True,False,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,0.708333,0,0
